,price 217,price 2563,price 1548,price 352,price 3318,price 2934,price 2771,price 198,price 2081,price 701,price 2549,price 1581,price 1685,price 2455,price 891,price 2436,price 3038,price 385,price 1027,price 754,price 2177,price 2792,price 3062,price 3565,price 394,price 3469,price 1587,price 3349,price 2534,price 698,price 2252,price 1657,price 2529,price 3409,price 3655,price 487,price 3878,price 2987,price 3802,price 2467,price 1817,price 459,price 222,price 3421,price 3927,price 2373,price 2420,price 243,price 1048,price 595
0,-0.0033470822011494885,0.00048170530841645375,-0.001230066928259175,-0.0024009723605182024,-0.0009727601689067657,-0.001426444534866937,-0.002741771081913642,-0.001570955469372818,-0.003545898054065545,0.0029117319311167357,-0.0038630111830761107,0.001647520194359464,-0.0014499123685997204,-0.0031402860872990213,0.0019014139056165347,0.00512805729768359,0.0051460587979381195,-0.002904561987633823,-0.0028625165690223885,-0.0004983915964044483,-0.0023221298768759946,0.008895314494464924,-0.00264966579490355,-0.004496558460468933,0.0029764159622757856,-0.0011493578464397418,0.0011561560741370953,0.007492031231990928,0.005538784234969385,0.002994448343205527,-0.0049656323797383954,-0.00015865576530539678,-0.005395234102218672,-0.001687044812235048,0.002968698344093809,9.038016753723342e-05,0.005741328498740041,-0.0024926308980863336,-0.0009383823410816253,-0.0003754087354965776,-0.0010253930894076977,-0.008775853447483167,0.003612754210971093,0.0024864163129071294,0.0056849042508633095,-0.004917894563661214,-0.0025128540660887015,-0.0060162463351849365,0.0015259030847593023,-0.005408638073840087
1,-0.005147033426265291,-0.0007550072605021815,8.205839141389808e-05,0.00023025011877743763,-0.0001565743976712917,0.005675204607479012,0.001277831874829626,-0.0010196075018665263,-0.0012370866288425183,0.0017827515307834037,-0.0021389587519465123,0.0027891194377160505,0.005306610406660271,-0.006126272928553225,-0.003302586155112663,-0.0007985120262595512,-0.0002841436987557705,-0.004133798050687897,-0.0005326205143005349,-0.0032477711653482186,-0.0006874311028412521,-0.000885640018701122,0.002697953404442035,0.0035375548962158264,-0.004740862302773227,0.0014345760231022722,0.0052849721774914865,0.003048327803231523,-0.0009584237256048764,-0.0016886752195852197,-0.005491827039449502,-0.001622752974328105,0.0039262268068500075,-0.0011654898462730974,-0.0005355834793569403,0.0012153294114258524,0.0032503996538102526,-0.002080416370762586,0.0013180977485186957,-8.065669315401881e-06,0.0015409497503896634,0.0010114341046291503,0.0005278373907256541,-0.0012916493723364912,0.008491483407616093,0.004166235922407236,0.002381067501236396,0.012701998813961,-0.001311040418348384,0.0038552089779108475
2,-0.0005360068262879407,-0.00032408983607512684,0.007037553349779549,0.0018774478696212031,0.006741706061767965,-0.007272710039245314,0.00042423882542621925,-0.003132951538274444,-0.00037270777798466433,-0.004882660084882208,-0.004447212011888477,-0.003339335021217207,0.002387727804427242,-0.0012699256871054343,-0.0029955563355228516,0.011470936703171796,-0.002137368053867283,0.006109520499788467,0.00021977372921457459,-0.0050343472588353505,0.000389831575030599,0.0007092667118404924,-0.001087132989955886,0.0011482964529584878,0.016324378784113438,0.00034577215525570683,-0.0013932480003490866,0.0034130071288136013,-0.0085450581201102,0.003829852398675063,-0.0020670284013827875,-0.0012605886657057561,0.0022238552551511895,0.004094067182761077,-0.004273816297763988,0.003005113267200161,0.0017097740942874184,0.0019564081188084854,-0.001971615560673043,-0.004477417004220363,-0.010173586323165004,-0.005924822337222232,-0.002931797890317817,0.003575831234949294,-0.0011181495696252638,0.002826870908562677,0.0014988500479534005,0.014558465894197492,0.004033317466236602,0.0034261378356927694
3,-0.0037644444714673864,0.003295209770059604,-0.0010400566993420315,0.0006729353096037474,-0.004352427723721675,-0.005843681582209725,-0.0037304470643601518,-0.003034049875702914,0.0019218703822860104,0.0018319143254356938,-0.0002568145172275532,0.00103928612317213,-0.0011912084310805933,0.002680137470082465,0.0005699984003785564,0.009105899827593784,0.00025655591732753387,-0.004248438942312306,0.003277909205683322,0.0009461839844411558,-0.001758284886097111,-0.002061471282341697,-0.00073727529149091,0.003725386874333813,-0.0041617975368574145,-0.002086827242987197,0.006437680059324144,0.012521936248142625,0.002444168079857872,0.00086061506072828,0.005632190614615356,-0.0009300522487345898,0.006659944558650658,-0.0032677732808215334,-0.0017605559704238463,-0.00413207285667028,-0.004894073808386032,0.009133907748624421,0.00040681238247639154,-0.00012323183469098645,0.0007307983620449153,0.00043401756501782607,-0.0018798066212211337,-0.00021720775383258576,-0.018219702344999887,0.003994011771752171,-0.000473341528152978,0.0035986411845816556,-0.002494322117084595,-0.00418471993299568
4,-0.002383659054527939,0.002240043593220342,-0.0022671040456213013,-0.011628664076826596,-0.00026965928630179423,-0.004116158080916474,0.004012448477798072,0.002004725096780718,-0.0023237331905647885,0.0008482958815781718,-0.007920257787941422,0.002265024834175946,-0.0018315085528714506,0.006073274550182942,-0.001986383207461346,0.0028039892460078658,-0.0018236170587226516,0.004598552727203676,-0.006599412058991445,-0.0016374465819131063,0.0037376778298010764,-0.002359701857450484,0.0011689195993837805,0.0035713627973418868,0.004058775157351366,0.0014875127978975495,0.002637630332971457,0.0029304888142353516,-0.004788826751602812,0.0006276682363279105,-0.005341845616574073,-0.0026152347420118206,-0.00019066809072840402,0.001926107251277132,-0.001174424308838589,-0.005305796763358931,0.0015554844903438473,-0.004354078108279733,0.006106432841918837,0.0035555188772982537,0.004173187381104054,0.0023506087450930403,-0.0034197532139429243,-0.001196744105092231,-0.011775044191048103,-0.0005847172092121806,0.0012138178575965626,-0.007298006323295754,0.004951090430241443,0.0006264530427908047
5,0.002391812526833381,0.004894995256500175,-0.007376922958575551,-0.010596549951736272,0.003288150679223742,-0.0059278289264689836,-0.0016178032712385495,-5.5497356414791724e-05,0.004690987032097211,0.0022173464323959123,-0.0035638170101312348,0.0021946765577787637,0.00612405866230342,-0.0006125838611833646,-0.0012042225315005174,0.0008192941688891891,-0.0007384369963247989,0.004061755231230412,-0.002048784490217721,-0.0016376809433870743,0.002519346309398499,-0.003810243316570957,-0.0030678099172588044,0.0023891887378681234,0.004082137791343633,0.002617279964153733,0.001600899455577896,-0.0019145005292212833,-0.007326002504840181,-0.004188979087379742,0.001417179486407553,-0.0058914896515392156,0.0009247102389186486,-0.0044026181077876855,-0.007053648821921849,0.0006166525941939494,-0.003992222573988406,0.0028462834739495556,0.00027215421264695715,0.0021412266343309345,-0.003983264124327038,-0.007540719218912526,-0.007466208619691937,-0.00041271285270590873,0.0007629830293567544,0.0036663109931254923,-0.006704199034662537,-0.0016094879908873769,-0.006562011697159055,-0.001497180960683842
6,-0.0018917303536858667,0.0017280749251318336,0.0016699968147063015,-0.0029394819543720556,-0.005933899598246778,-0.00025943155709569457,-2.502946271571472e-05,0.0011935390180617747,0.001509698317367151,-0.0011088904051551921,0.0004872914261510735,0.0044477261658166746,-0.001458534924770593,-0.00012907443933491656,-0.002536918279796561,-0.0026841173372783543,0.00012649694679629558,0.001842406274800074,-0.008097443773844507,-0.0038299737304207226,0.001106085126958885,-0.008268377019064252,-0.0006507653931933137,0.0014411166001897001,-0.0006986519103648507,-1.2600928517330068e-05,0.00032386148015321834,-0.0009138231231627999,0.00506889123202438,-0.007339261772135625,-0.006957455696281315,-0.002610466228647855,-0.007148677505190332,0.00015143749058763603,-0.0014055053560679692,0.001310144761533633,0.0015438879290616146,-0.00011948975152982589,-0.0001507207599301651,-0.002369518533408589,0.006963772149616642,0.0012662062793357886,-0.0030043453456544316,0.0010718985693074212,0.0004969384792738976,-0.001602938837671229,-0.0035703230809193487,0.006296930574319688,-0.004848723108569889,0.0003568185553201335
7,0.00204072241736667,-0.0006157613318989045,0.00566282113499453,-0.0022320322202290296,0.0012143549476059967,0.009847099741184827,-0.004838036220291323,-0.0038879420259499854,-1.870181484932382e-06,0.002283126583704096,-0.0008025614461668561,-0.005353602654654541,0.000850075441898335,0.0014455203733291918,-0.005758818711675975,-0.0061673228569746955,-0.002548870794147319,-0.003352040046617491,-0.004502259575681433,0.004741341196174373,-0.004850894481420983,0.0013843638546457617,-0.0006398933667429513,-0.0006696796280940127,-0.0033451455332102857,-0.00038852375755027565,-0.002839397346710866,0.002214459669171833,-0.0007781879968251428,0.00260091422154843,-0.012058525049317963,-0.0029105545608436806,0.005284054149750594,0.0019380285721420222,0.009957267086561881,-0.00069906576453855,-0.002823144065548938,-0.0005537350281371689,-0.0007875806610268409,-0.0016736794265607817,-0.00917837391116758,0.0030414906662881544,0.0036188253519762134,-0.0012444600417015057,-0.0057620905852916625,-0.0012107863684591178,0.005183890674758055,0.0030800810939509387,-0.0023149517099047808,-0.0026211949690685588
8,-0.0008056786760120274,-0.0040809517713588685,-0.0003282209920182996,0.003277966792296006,0.0004977931126395514,0.0049007406323560085,0.001912383857802934,-0.008370300879653535,0.00030065263216845056,-0.006437686414307987,0.010751942686468709,0.0011341263607180913,-0.0003775293303076274,-0.002280483323541804,-0.0015194817309385703,-0.004829180418834776,0.0026219829606213187,0.0005796527349468352,0.003371486983376908,-0.0027995712312420267,-0.000330081199104351,0.001059199919328727,0.0011144437621844062,-0.0088817082601694,-0.0020419749377092147,-0.0077516805075730786,-0.006013190489724128,-0.0015467635841180667,-0.001227167941181237,-0.0019509503122980686,0.000929748476919978,-0.0032527228155768448,0.00024428725874179116,0.005203357701884979,-0.0005416466780312205,0.0032814665181541127,0.005534470534848362,0.0005975482038265317,0.00301770809964414,-0.004240206243663029,-0.0012389634350110344,-0.00481674909073392,-0.0010706801194246402,-0.0012018058182287066,0.00649681019213855,-0.0017829898646800845,-0.007582746824326009,0.008695903824794977,-0.0011546567714417807,-0.0007943023914716278
9,0.005712365422320479,-0.0018436867831695745,0.0023061146958530147,-0.003889747261628976,0.005359574949415435,-0.0028763738909124126,-0.0004382179978866996,0.001619165513057358,0.0017367603274022136,-0.00024192123969054492,0.006348333403064784,-0.00013098606863814184,-0.0020134105931134075,0.003149812044230399,-0.0027917136886281006,0.006401909574271172,-0.0024219657581215073,-0.001683124585606395,0.0039359546065189255,-0.0028499333949575274,-0.0003411260608403516,-0.001438830141624963,-0.00029679194568929686,0.006480563659191338,0.010682482146013804,-0.005979336668364684,0.003656001070237636,0.0010935671860352347,0.004297169262559201,-0.000534540221281442,0.0015665241034970316,0.002700713898187162,0.00469781719995045,-0.0011971474750777742,0.0014621372108054424,-7.803451096610145e-05,-0.005736379986002489,-0.004316081901956093,0.0020486632911637065,-0.0028541596844435845,0.0013678777249731995,0.001916035175294347,0.011383219027018842,-0.0038856364347076224,-0.006430512516638555,0.0012986475819622269,0.013181418769728247,-0.003931773302530204,0.004992452069608584,-0.0029427028039581676
